,作战名称,活动名称,作战开放时间,作战理智消耗,作战掉落物品名称,掉落数,样本数,作战掉落物品数量,单位理智掉落物品数量,单件期望理智,理论掉落数
8,RI-6,密林悍将归来,2020-08-25 16:00:00+08:00,15,固源岩组,5103,6586,0.7748253871849378,0.05165502581232918,19.35920047031158,5146.151455800788
21,WR-10,画中人,2021-02-05 16:00:00+08:00,18,固源岩组,11996,12881,0.931294154180576,0.05173856412114311,19.327942647549186,12077.90651117582
30,SV-7,覆潮之下,2021-05-01 16:00:00+08:00,15,固源岩组,5446,6980,0.7802292263610315,0.0520152817574021,19.22511935365406,5454.0141453825545
53,WR-10,画中人・复刻,2022-01-10 16:00:00+08:00,18,固源岩组,19802,21146,0.9364418802610422,0.052024548903391234,19.221694778305224,19827.60741288129
149,HE-6,空想花庭・复刻,2024-06-25 16:00:00+08:00,21,固源岩组,1740949,1591847,1.093666036999787,0.052079335095227955,19.20147402365032,1741366.5440399277
120,IS-8,叙拉古人・复刻,2023-10-22 16:00:00+08:00,21,固源岩组,5411533,4948023,1.093675797384127,0.05207979987543462,19.201302662295507,5412782.579820847
132,HS-7,怀黍离,2024-02-01 16:00:00+08:00,21,固源岩组,5385338,4923757,1.0937456905367182,0.05208312812079611,19.20007564984779,5386237.314756005
164,GO-7,追迹日落以西,2024-10-09 16:00:00+08:00,21,固源岩组,687087,628061,1.0939813171013644,0.0520943484333983,19.19594025210781,687053.7262791344
78,IS-8,叙拉古人,2022-11-01 16:00:00+08:00,21,固源岩组,4465516,4081599,1.094060440528332,0.05209811621563486,19.194551984585882,4464976.812964327
102,HE-6,空想花庭,2023-06-08 16:00:00+08:00,21,固源岩组,4888777,4468116,1.0941472871339957,0.05210225176828551,19.19302844044635,4887798.712620941
140,BB-6,巴别塔,2024-04-11 16:00:00+08:00,21,固源岩组,2499103,2283903,1.0942246671596823,0.05210593653141344,19.191671171616377,2498426.2143487553
88,IW-7,将进酒・复刻,2023-01-01 16:00:00+08:00,21,固源岩组,750116,685428,1.0943760686753385,0.05211314612739707,19.189016098843382,749809.1132804847
55,IW-7,将进酒,2022-01-25 16:00:00+08:00,21,固源岩组,31016,28216,1.0992344768925433,0.05234449889964492,19.104204281661076,30866.282002372467
36,RI-6,密林悍将归来・复刻,2021-07-20 16:00:00+08:00,15,固源岩组,7450,9482,0.7856992195739295,0.0523799479715953,19.091275167785238,7409.020361965241
42,NL-8,长夜临光,2021-11-01 16:00:00+08:00,18,糖组,6424,7844,0.818969913309536,0.04549832851719644,21.97882938978829,6533.499130142203
45,MB-6,孤岛风云・复刻,2021-12-07 16:00:00+08:00,15,糖组,2269,3311,0.6852914527333132,0.045686096848887546,21.888497135301897,2298.1913585650213
37,RI-7,密林悍将归来・复刻,2021-07-20 16:00:00+08:00,18,糖组,5400,6541,0.8255618406971411,0.045864546705396726,21.803333333333335,5448.191969691503
9,RI-7,密林悍将归来,2020-08-25 16:00:00+08:00,18,糖组,2412,2908,0.8294360385144429,0.04607977991746905,21.70149253731343,2422.1590349889757
75,NL-8,长夜临光・复刻,2022-09-22 16:00:00+08:00,18,糖组,374072,449537,0.8321272776211969,0.04622929320117761,21.631306272589235,374432.6362145252
2,DM-6,生于黑夜,2020-04-21 16:00:00+08:00,15,糖组,7947,11459,0.6935160136137534,0.04623440090758356,21.62891657229143,7953.782777951247
84,FC-5,照我以火,2022-12-15 16:00:00+08:00,21,糖组,517862,533053,0.9715018956839189,0.04626199503256757,21.6160154635791,517994.8407007021
105,LE-5,尘影余音・复刻,2023-06-20 16:00:00+08:00,18,糖组,859425,1032060,0.8327277483867217,0.046262652688151204,21.615708176978796,859633.2371563695
93,GA-6,吾导先路・复刻,2023-02-21 16:00:00+08:00,18,糖组,648278,778372,0.8328639776353723,0.046270220979742906,21.612172555601145,648329.013886671
117,CV-6,不义之财,2023-09-05 16:00:00+08:00,21,糖组,2076512,2137030,0.9716812585691357,0.04627053612233979,21.61202535790788,2076661.259617001
147,BP-6,生路,2024-06-05 16:00:00+08:00,21,糖组,5771626,5939091,0.9718029240501619,0.04627632971667438,21.6093196267395,5771318.229992089
66,LE-5,尘影余音,2022-06-09 16:00:00+08:00,18,糖组,88277,105968,0.8330533746036539,0.046280743033536326,21.607258968927354,88263.87504116636
126,FC-5,照我以火・复刻,2023-12-22 16:00:00+08:00,21,糖组,1577424,1622856,0.9720049098626126,0.046285948088695836,21.604829139153455,1577012.107989597
161,CV-6,不义之财・复刻,2024-09-19 16:00:00+08:00,21,糖组,455239,468250,0.972213561131874,0.04629588386342257,21.600192426395804,455022.4539738145
57,GA-6,吾导先路,2022-03-15 16:00:00+08:00,18,糖组,30079,36028,0.8348784278894194,0.04638213488274552,21.56002526679743,30008.784632937695
16,MB-6,孤岛风云,2020-12-17 16:00:00+08:00,15,糖组,5253,7494,0.7009607686148919,0.04673071790765946,21.399200456881783,5201.644832705005
24,DM-6,生于黑夜・复刻,2021-03-30 16:00:00+08:00,15,糖组,3570,5093,0.7009621048497938,0.04673080698998625,21.399159663865547,3535.091691081744
27,WD-6,遗尘漫步,2021-04-15 16:00:00+08:00,15,聚酸酯组,3921,5723,0.6851301764808667,0.045675345098724444,21.89364957918898,3972.490933031127
40,MN-7,玛莉娅・临光・复刻,2021-10-01 16:00:00+08:00,18,聚酸酯组,2405,2916,0.8247599451303155,0.04581999695168419,21.824532224532227,2428.890489754066
20,WR-9,画中人,2021-02-05 16:00:00+08:00,18,聚酸酯组,5383,6513,0.8265008444649163,0.045916713581384244,21.77856214007059,5425.021865489792
52,WR-9,画中人・复刻,2022-01-10 16:00:00+08:00,18,聚酸酯组,2915,3520,0.828125,0.04600694444444445,21.735849056603772,2931.994006836184
82,BI-7,风雪过境・复刻,2022-12-01 16:00:00+08:00,18,聚酸酯组,86863,104598,0.8304460888353505,0.04613589382418614,21.675097567433777,87125.20145654863
69,DV-6,绿野幻梦,2022-07-05 16:00:00+08:00,21,聚酸酯组,210053,216490,0.9702665250127027,0.04620316785774775,21.643537583371813,210380.2877736628
135,CR-6,水晶箭行动,2024-03-07 16:00:00+08:00,21,聚酸酯组,690623,710872,0.9715152657581112,0.0462626317027672,21.615717982169723,690809.9955205284
158,DT-6,泰拉饭,2024-09-02 16:00:00+08:00,21,聚酸酯组,1871656,1925993,0.9717875402454734,0.046275597154546357,21.609661711340117,1871638.2354384044
123,RS-6,银心湖列车,2023-12-05 16:00:00+08:00,21,聚酸酯组,4078808,4196827,0.9718789933442574,0.04627995206401226,21.60762825805971,4078385.4773720633
108,DV-6,绿野幻梦・复刻,2023-07-18 16:00:00+08:00,21,聚酸酯组,1691424,1740127,0.9720118129308952,0.04628627680623311,21.60467570520461,1691017.6868341288
14,MN-7,玛莉娅・临光,2020-10-15 16:00:00+08:00,18,聚酸酯组,4670,5601,0.8337796821996072,0.04632109345553373,21.58843683083512,4665.368872809508
60,WD-6,遗尘漫步・复刻,2022-03-29 16:00:00+08:00,15,聚酸酯组,8494,12217,0.6952607023000736,0.04635071348667157,21.574640923004477,8480.154067594143
49,BI-7,风雪过境,2021-12-21 16:00:00+08:00,18,聚酸酯组,5091,6057,0.8405151064883606,0.04669528369379781,21.41543901001768,5045.195369149649
47,MB-8,孤岛风云・复刻,2021-12-07 16:00:00+08:00,18,异铁组,18765,28641,0.6551796375824867,0.03639886875458259,27.473381294964028,19105.754239200036
26,DM-8,生于黑夜・复刻,2021-03-30 16:00:00+08:00,18,异铁组,7990,12060,0.6625207296849088,0.036806707204717154,27.16896120150188,8044.949412546784
63,SN-8,愚人号,2022-05-01 16:00:00+08:00,21,异铁组,249007,320632,0.7766130641982085,0.03698157448562898,27.04049283755075,249533.96269079464
96,SN-8,愚人号・复刻,2023-04-20 16:00:00+08:00,21,异铁组,2560483,3291292,0.7779568023742652,0.03704556201782215,26.99378671914635,2561469.644740734
85,FC-6,照我以火,2022-12-15 16:00:00+08:00,21,异铁组,3263055,4193787,0.7780688432674334,0.03705089729844921,26.989899649255072,3263842.3139023543
141,BB-7,巴别塔,2024-04-11 16:00:00+08:00,21,异铁组,5634620,7239761,0.7782881230471559,0.03706133919272171,26.98229534556012,5634391.611767604
152,AS-7,太阳甩在身后,2024-08-01 16:00:00+08:00,21,异铁组,5170460,6641844,0.7784675460610035,0.037069883145762074,26.97607640326006,5169058.774214921
127,FC-6,照我以火・复刻,2023-12-22 16:00:00+08:00,21,异铁组,3563282,4577287,0.7784703034788948,0.03707001445137594,26.97598085136119,3562303.7110552266
4,DM-8,生于黑夜,2020-04-21 16:00:00+08:00,18,异铁组,29777,44625,0.6672717086834734,0.03707065048241519,26.975518017261646,29768.31405762025
18,MB-8,孤岛风云,2020-12-17 16:00:00+08:00,18,异铁组,9774,14532,0.6725846407927333,0.037365813377374074,26.762430939226515,9693.96391899916
28,WD-7,遗尘漫步,2021-04-15 16:00:00+08:00,18,酮凝集组,8710,13142,0.6627606148227059,0.03682003415681699,27.159127439724454,8766.179792667936
72,IC-7,理想城：长夏狂欢季,2022-08-11 16:00:00+08:00,21,酮凝集组,731012,942905,0.7752764064248254,0.036917924115467876,27.087113481037246,733776.2301760123
46,MB-7,孤岛风云・复刻,2021-12-07 16:00:00+08:00,18,酮凝集组,9650,14489,0.6660224998274553,0.03700124999041418,27.02611398963731,9664.676534467031
90,WB-7,登临意,2023-01-17 16:00:00+08:00,21,酮凝集组,1773946,2281344,0.7775881234921169,0.037028005880576996,27.006585318831576,1775360.1901089342
143,CW-8,孤星・复刻,2024-05-24 16:00:00+08:00,21,酮凝集组,1034311,1329212,0.7781384760294069,0.03705421314425747,26.987484421996868,1034403.4345609767
99,CW-8,孤星,2023-05-01 16:00:00+08:00,21,酮凝集组,4640251,5961652,0.7783498600723424,0.03706427905106392,26.980155168330334,4639405.380373722
111,SL-6,火山旅梦,2023-08-01 16:00:00+08:00,21,酮凝集组,5725563,7355679,0.7783867403675446,0.03706603525559736,26.978876837090084,5724248.367550135
114,IC-7,理想城：长夏狂欢季・复刻,2023-08-31 16:00:00+08:00,21,酮凝集组,246819,317058,0.7784664004693148,0.037069828593776895,26.97611610127259,246737.0774225888
129,WB-7,登临意・复刻,2024-01-18 16:00:00+08:00,21,酮凝集组,3067556,3939881,0.7785910285107596,0.03707576326241712,26.97179806986409,3066046.979835824
155,SL-6,火山旅梦・复刻,2024-08-22 16:00:00+08:00,21,酮凝集组,127270,163423,0.778776549200541,0.03708459758097814,26.965372829417774,127177.08874600778
61,WD-7,遗尘漫步・复刻,2022-03-29 16:00:00+08:00,18,酮凝集组,40931,61195,0.6688618351172482,0.03715899083984712,26.91138745693973,40819.23393793291
17,MB-7,孤岛风云,2020-12-17 16:00:00+08:00,18,酮凝集组,16503,24552,0.6721652003910068,0.03734251113283371,26.779131067078715,16377.054197959456
34,TW-7,沃伦姆德的薄暮・复刻,2021-06-17 16:00:00+08:00,18,酮凝集组,6407,9507,0.6739244767013779,0.037440248705632104,26.70922428593726,6341.505957152189
6,TW-7,沃伦姆德的薄暮,2020-07-09 16:00:00+08:00,18,酮凝集组,18766,27842,0.6740176711443143,0.03744542617468413,26.70553127997442,18571.6008056202
54,IW-6,将进酒,2022-01-25 16:00:00+08:00,18,全新装置,62273,125383,0.49666222693666606,0.027592345940925894,36.2419347068553,62642.95252311945
32,SV-9,覆潮之下,2021-05-01 16:00:00+08:00,18,全新装置,58144,116534,0.4989445140474025,0.027719139669300136,36.0761557512383,58221.87879799655
137,CR-8,水晶箭行动,2024-03-07 16:00:00+08:00,21,全新装置,4646907,7975553,0.5826438618112123,0.02774494580053392,36.04260059433081,4648803.154431303
87,IW-6,将进酒・复刻,2023-01-01 16:00:00+08:00,18,全新装置,1203636,2404446,0.5005876613573356,0.027810425630963087,35.9577380536973,1201292.0142475811
44,NL-10,长夜临光,2021-11-01 16:00:00+08:00,18,扭转醇,24614,31473,0.7820671686842691,0.04344817603801495,23.01592589583164,24839.273462470985
3,DM-7,生于黑夜,2020-04-21 16:00:00+08:00,18,扭转醇,18756,23847,0.7865140269216253,0.043695223717868076,22.885796545105567,18820.644814906285
25,DM-7,生于黑夜・复刻,2021-03-30 16:00:00+08:00,18,扭转醇,11981,15211,0.7876536716849648,0.043758537315831375,22.852683415407732,12004.8990765941
11,GT-5,骑兵与猎人・复刻,2020-10-01 16:00:00+08:00,15,扭转醇,19547,29749,0.6570641029950587,0.04380427353300391,22.82882283726403,19565.541528586655
70,DV-7,绿野幻梦,2022-07-05 16:00:00+08:00,21,扭转醇,364290,395999,0.919926565471125,0.04380602692719643,22.827909083422547,364620.95639148547
94,GA-7,吾导先路・复刻,2023-02-21 16:00:00+08:00,21,扭转醇,2263352,2459805,0.9201347261266645,0.04381593933936497,22.822744760867955,2264895.7488189563
77,NL-10,长夜临光・复刻,2022-09-22 16:00:00+08:00,18,扭转醇,450390,571018,0.7887492163119201,0.04381940090621778,22.820941850396324,450661.5910143061
58,GA-7,吾导先路,2022-03-15 16:00:00+08:00,21,扭转醇,48388,52561,0.9206065333612374,0.04383840635053512,22.811048193767046,48396.18809363879
109,DV-7,绿野幻梦・复刻,2023-07-18 16:00:00+08:00,21,扭转醇,3246658,3526208,0.9207222035682524,0.043843914455631065,22.808182444840202,3246799.444936243
148,BP-7,生路,2024-06-05 16:00:00+08:00,21,扭转醇,8954720,9723583,0.9209280159381578,0.04385371504467418,22.803085188593275,8953108.803335335
133,HS-8,怀黍离,2024-02-01 16:00:00+08:00,21,扭转醇,4001041,4344298,0.9209867739275712,0.043856513044170056,22.801630375694728,4000065.8880694583
0,GT-5,骑兵与猎人,2019-05-30 10:00:00+08:00,15,扭转醇,8073,12211,0.6611252149701089,0.044075014331340596,22.68859160163508,8031.020458017803
157,SL-8,火山旅梦・复刻,2024-08-22 16:00:00+08:00,21,轻锰矿,245821,316237,0.7773315582933054,0.037015788490157395,27.015499082665844,246136.42058366907
64,SN-9,愚人号,2022-05-01 16:00:00+08:00,21,轻锰矿,293869,377968,0.777497036786183,0.037023668418389666,27.009749242009192,294183.4466402357
97,SN-9,愚人号・复刻,2023-04-20 16:00:00+08:00,21,轻锰矿,2122944,2728969,0.7779289541215015,0.037044235910547695,26.994753041059962,2124035.6490347264
91,WB-8,登临意,2023-01-17 16:00:00+08:00,21,轻锰矿,3477457,4469136,0.7781049849456361,0.03705261833074457,26.988646013451785,3478458.0493162293
124,RS-7,银心湖列车,2023-12-05 16:00:00+08:00,21,轻锰矿,4242907,5452314,0.7781846386690128,0.03705641136519108,26.985883499214104,4243693.975904866
130,WB-8,登临意・复刻,2024-01-18 16:00:00+08:00,21,轻锰矿,1550794,1992479,0.778323886976977,0.037063042236998904,26.98105551091892,1550804.1410338713
113,SL-8,火山旅梦,2023-08-01 16:00:00+08:00,21,轻锰矿,7971823,10241794,0.7783619744743938,0.037064855927352085,26.97973525001747,7971485.042911799
41,MN-8,玛莉娅・临光・复刻,2021-10-01 16:00:00+08:00,18,轻锰矿,2885,4315,0.6685979142526072,0.03714432856958929,26.922010398613516,2878.705315006147
22,OD-7,源石尘行动,2021-03-09 16:00:00+08:00,18,轻锰矿,13661,20382,0.6702482582670984,0.037236014348172135,26.855720664665835,13597.629601496012
138,OD-7,源石尘行动・复刻,2024-03-21 16:00:00+08:00,18,轻锰矿,492773,734288,0.6710895452465517,0.037282752513697316,26.82205396805426,489872.25222369266
15,MN-8,玛莉娅・临光,2020-10-15 16:00:00+08:00,18,轻锰矿,22363,33204,0.6735031923864595,0.03741684402146997,26.725931225685283,22151.687434406515
50,BI-8,风雪过境,2021-12-21 16:00:00+08:00,18,研磨石,36646,64657,0.566775445814065,0.03148752476744806,31.758609398024337,37453.247607826685
35,TW-8,沃伦姆德的薄暮・复刻,2021-06-17 16:00:00+08:00,18,研磨石,14872,25806,0.5763000852514919,0.03201667140286066,31.23372781065089,14948.397045448683
83,BI-8,风雪过境・复刻,2022-12-01 16:00:00+08:00,18,研磨石,176917,306620,0.5769910638575435,0.032055059103196865,31.196323699814037,177612.86143049967
12,GT-6,骑兵与猎人・复刻,2020-10-01 16:00:00+08:00,15,研磨石,6755,14044,0.4809883224152663,0.032065888161017755,31.18578830495929,6779.278982480861
139,OD-8,源石尘行动・复刻,2024-03-21 16:00:00+08:00,18,研磨石,4392122,7608231,0.5772855740053108,0.03207142077807282,31.180408467706503,4407147.864895415
7,TW-8,沃伦姆德的薄暮,2020-07-09 16:00:00+08:00,18,研磨石,29055,50174,0.5790847849483797,0.03217137694157665,31.0835312338668,29063.8174594413
67,LE-6,尘影余音,2022-06-09 16:00:00+08:00,21,研磨石,346113,511895,0.6761406147745143,0.03219717213211973,31.058628251467006,345940.65940129996
153,AS-8,太阳甩在身后,2024-08-01 16:00:00+08:00,21,研磨石,5334356,7884042,0.6766016720864755,0.03221912724221312,31.037463941289257,5328066.670367055
106,LE-6,尘影余音・复刻,2023-06-20 16:00:00+08:00,21,研磨石,3791790,5603884,0.6766360617029189,0.03222076484299614,31.035886481055122,3787126.9033071124
118,CV-7,不义之财,2023-09-05 16:00:00+08:00,21,研磨石,3128673,4623640,0.6766688150461541,0.03222232452600734,31.034384226155947,3124674.143006332
162,CV-7,不义之财・复刻,2024-09-19 16:00:00+08:00,21,研磨石,677328,1000203,0.6771905303223446,0.03224716811058784,31.01047498405499,675941.1311990904
23,OD-8,源石尘行动,2021-03-09 16:00:00+08:00,18,研磨石,16596,28546,0.581377425909059,0.03229874588383661,30.960954446854668,16535.570877291255
1,GT-6,骑兵与猎人,2019-05-30 10:00:00+08:00,15,研磨石,5208,10649,0.4890600056343319,0.032604000375622125,30.671082949308754,5140.454420709106
38,RI-8,密林悍将归来・复刻,2021-07-20 16:00:00+08:00,18,RMA70-12,13356,27251,0.49011045466221426,0.027228358592345236,36.72641509433962,13607.60805532317
29,WD-8,遗尘漫步,2021-04-15 16:00:00+08:00,18,RMA70-12,23176,46692,0.49635911933521804,0.027575506629734334,36.264066275457374,23315.34385230448
74,IC-9,理想城：长夏狂欢季,2022-08-11 16:00:00+08:00,21,RMA70-12,951728,1642921,0.5792901788947855,0.027585246614037405,36.251261915169046,957112.1257753059
56,IW-8,将进酒,2022-01-25 16:00:00+08:00,21,RMA70-12,34302,59181,0.5796116997009175,0.02760055712861512,36.23115270246633,34476.918071841785
62,WD-8,遗尘漫步・复刻,2022-03-29 16:00:00+08:00,18,RMA70-12,23995,48105,0.4988046980563351,0.027711372114240837,36.08626797249427,24020.916131566584
104,HE-8,空想花庭,2023-06-08 16:00:00+08:00,21,RMA70-12,2228123,3825067,0.58250561362716,0.027738362553674286,36.05115471632401,2228359.128407861
134,HS-9,怀黍离,2024-02-01 16:00:00+08:00,21,RMA70-12,6892613,11828009,0.5827365366394294,0.027749358887591873,36.03686860121118,6890611.80524167
89,IW-8,将进酒・复刻,2023-01-01 16:00:00+08:00,21,RMA70-12,763250,1309669,0.5827808400443165,0.02775146857353888,36.03412905339011,762970.3927650929
116,IC-9,理想城：长夏狂欢季・复刻,2023-08-31 16:00:00+08:00,21,RMA70-12,1903985,3266116,0.582950819872901,0.027759562851090522,36.023622034837466,1902732.52809401
151,HE-8,空想花庭・复刻,2024-06-25 16:00:00+08:00,21,RMA70-12,2345427,4021690,0.5831943784826776,0.027771160880127505,36.008577542596726,2342905.2675748193
10,RI-8,密林悍将归来,2020-08-25 16:00:00+08:00,18,RMA70-12,24140,48029,0.5026130046430282,0.027922944702390453,35.81284175642088,23982.966030205003
13,MN-6,玛莉娅・临光,2020-10-15 16:00:00+08:00,15,凝胶,750,1515,0.49504950495049505,0.033003300330033,30.300000000000004,759.8311996205676
59,GA-8,吾导先路,2022-03-15 16:00:00+08:00,21,凝胶,96904,138864,0.6978338518262472,0.03323018342029749,30.093123090894082,97503.94692129023
73,IC-8,理想城：长夏狂欢季,2022-08-11 16:00:00+08:00,21,凝胶,265540,380237,0.6983539213700929,0.03325494863667109,30.070712510356255,266985.023227839
39,MN-6,玛莉娅・临光・复刻,2021-10-01 16:00:00+08:00,15,凝胶,17606,35223,0.4998438520285041,0.03332292346856694,30.009371805066454,17665.699237118977
165,GO-8,追迹日落以西,2024-10-09 16:00:00+08:00,21,凝胶,277656,395481,0.7020716545169048,0.03343198354842404,29.911476791425354,277688.6625214511
103,HE-7,空想花庭,2023-06-08 16:00:00+08:00,21,凝胶,2380543,3390658,0.702088798103495,0.03343279990969024,29.910746413738377,2380764.9042246235
142,BB-8,巴别塔,2024-04-11 16:00:00+08:00,21,凝胶,6160014,8773087,0.7021489699121871,0.03343566523391367,29.908183163220087,6160060.268923993
115,IC-8,理想城：长夏狂欢季・复刻,2023-08-31 16:00:00+08:00,21,凝胶,1623858,2312296,0.702270816539059,0.033441467454240904,29.9029939810008,1623588.4494923935
95,GA-8,吾导先路・复刻,2023-02-21 16:00:00+08:00,21,凝胶,1609884,2292099,0.7023623325170509,0.0334458253579548,29.89909769896465,1609407.0402288742
150,HE-7,空想花庭・复刻,2024-06-25 16:00:00+08:00,21,凝胶,2417658,3440824,0.7026392515281223,0.03345901197752964,29.88731408660778,2415989.174022796
48,BI-6,风雪过境,2021-12-21 16:00:00+08:00,15,炽合金,12787,22017,0.5807784893491393,0.03871856595660929,25.827402831000235,13096.554502416191
51,WR-8,画中人・复刻,2022-01-10 16:00:00+08:00,15,炽合金,19288,32914,0.5860120313544388,0.039067468756962584,25.596744089589386,19578.507284940115
5,TW-6,沃伦姆德的薄暮,2020-07-09 16:00:00+08:00,15,炽合金,1441,2436,0.5915435139573071,0.03943623426382047,25.35739070090215,1449.0260602210037
81,BI-6,风雪过境・复刻,2022-12-01 16:00:00+08:00,15,炽合金,27419,46165,0.5939347990902198,0.03959565327268132,25.255297421496042,27460.70938838368
80,IS-10,叙拉古人,2022-11-01 16:00:00+08:00,21,炽合金,715335,859664,0.8321099871577733,0.03962428510275111,25.23704837593575,715905.4822033499
71,DV-8,绿野幻梦,2022-07-05 16:00:00+08:00,21,炽合金,584809,702487,0.8324837327950553,0.03964208251405025,25.225718140452695,585012.6264175128
122,IS-10,叙拉古人・复刻,2023-10-22 16:00:00+08:00,21,炽合金,1571150,1887297,0.8324868846821671,0.03964223260391272,25.225622633103143,1571691.1128602987
145,CW-10,孤星・复刻,2024-05-24 16:00:00+08:00,21,炽合金,7159426,8598243,0.8326615100317588,0.03965054809675042,25.22033232831794,7160389.758110819
110,DV-8,绿野幻梦・复刻,2023-07-18 16:00:00+08:00,21,炽合金,789927,948557,0.8327670345588088,0.03965557307422899,25.217136520210094,789933.2256350889
101,CW-10,孤星,2023-05-01 16:00:00+08:00,21,炽合金,7135136,8567650,0.8327996591830898,0.03965712662776618,25.21614864804259,7134912.715432462
136,CR-7,水晶箭行动,2024-03-07 16:00:00+08:00,21,炽合金,5319992,6387537,0.8328706354264562,0.03966050644887887,25.21399975789437,5319372.1687505115
159,DT-7,泰拉饭,2024-09-02 16:00:00+08:00,21,炽合金,3297704,3957604,0.833257698344756,0.039678938016416955,25.20228740966442,3295788.1218591295
19,WR-8,画中人,2021-02-05 16:00:00+08:00,15,炽合金,24693,41459,0.595600472756217,0.0397066981837478,25.184667719596646,24661.400423112726
33,TW-6,沃伦姆德的薄暮・复刻,2021-06-17 16:00:00+08:00,15,炽合金,16233,27047,0.6001774688505195,0.0400118312567013,24.99260765108113,16088.591071755947
31,SV-8,覆潮之下,2021-05-01 16:00:00+08:00,18,晶体元件,7902,10681,0.7398183690665668,0.041101020503698155,24.330296127562644,8009.881696703188
43,NL-9,长夜临光,2021-11-01 16:00:00+08:00,18,晶体元件,10845,14569,0.7443887706774659,0.04135493170430366,24.18091286307054,10925.565624873021
76,NL-9,长夜临光・复刻,2022-09-22 16:00:00+08:00,18,晶体元件,106156,141871,0.7482572195868077,0.04156984553260043,24.055898865820115,106391.71671126092
131,WB-9,登临意・复刻,2024-01-18 16:00:00+08:00,21,晶体元件,1119571,1280716,0.8741758516329928,0.041627421506332994,24.0226265239096,1120505.0327610467
92,WB-9,登临意,2023-01-17 16:00:00+08:00,21,晶体元件,306185,350200,0.8743146773272416,0.04163403225367817,24.018812156049446,306391.78590172884
112,SL-7,火山旅梦,2023-08-01 16:00:00+08:00,21,晶体元件,5354272,6120566,0.8748001410327084,0.041657149572986114,24.005483098355857,5354914.755766422
156,SL-7,火山旅梦・复刻,2024-08-22 16:00:00+08:00,21,晶体元件,231512,264537,0.8751592404843179,0.04167424954687228,23.995633055737933,231444.78545712633
146,BP-5,生路,2024-06-05 16:00:00+08:00,21,晶体元件,2680908,3063233,0.8751890567906522,0.04167566937098344,23.994815562488533,2680038.34809569
125,RS-8,银心湖列车,2023-12-05 16:00:00+08:00,21,晶体元件,1250044,1427324,0.8757955446696055,0.041704549746171694,23.978199167389306,1248773.1279851492
107,LE-7,尘影余音・复刻,2023-06-20 16:00:00+08:00,21,半自然溶剂,280541,401552,0.6986417699326612,0.033268655711079106,30.058323025867878,281138.1782595339
68,LE-7,尘影余音,2022-06-09 16:00:00+08:00,21,半自然溶剂,89588,128165,0.6990051886240394,0.033285961363049496,30.042695450283517,89732.02627961797
128,FC-7,照我以火・复刻,2023-12-22 16:00:00+08:00,21,半自然溶剂,388301,555158,0.6994423209248538,0.0333067771868978,30.023919588154552,388682.18503756996
86,FC-7,照我以火,2022-12-15 16:00:00+08:00,21,半自然溶剂,298824,427024,0.6997826820038218,0.03332298485732484,30.009316520761388,298971.86275525764
100,CW-9,孤星,2023-05-01 16:00:00+08:00,21,半自然溶剂,603188,861878,0.6998531114612508,0.03332633864101194,30.006296544360968,603425.7351525346
144,CW-9,孤星・复刻,2024-05-24 16:00:00+08:00,21,半自然溶剂,644316,918821,0.7012421353016529,0.033392482633412046,29.94685992587488,643293.1776870821
166,GO-9,追迹日落以西,2024-10-09 16:00:00+08:00,21,半自然溶剂,131529,187171,0.702721041186936,0.03346290672318743,29.883835503957304,131043.83482840384
79,IS-9,叙拉古人,2022-11-01 16:00:00+08:00,21,化合切削液,325934,465733,0.6998301601990841,0.033325245723765905,30.007280615093855,326148.77041294024
65,SN-10,愚人号,2022-05-01 16:00:00+08:00,21,化合切削液,105855,151203,0.7000853157675443,0.03333739598893068,29.996344055547684,105886.14620984082
121,IS-9,叙拉古人・复刻,2023-10-22 16:00:00+08:00,21,化合切削液,461316,658598,0.7004515652947625,0.03335483644260774,29.980659677964777,461210.45297718135
98,SN-10,愚人号・复刻,2023-04-20 16:00:00+08:00,21,化合切削液,477884,682207,0.7004970632080879,0.033357003009908945,29.978712407195054,477743.6304000376
163,CV-8,不义之财・复刻,2024-09-19 16:00:00+08:00,21,转质盐组,228570,366243,0.6240938393361785,0.029718754254103735,33.648785929912066,228701.23401725086
119,CV-8,不义之财,2023-09-05 16:00:00+08:00,21,转质盐组,837905,1341614,0.6245499823347103,0.029740475349271916,33.6242103818452,837773.7659827492
160,DT-8,泰拉饭,2024-09-02 16:00:00+08:00,21,褐素纤维,3263346,5036667,0.6479177598995526,0.030853226661883455,32.411520874587005,3263346.0
154,AS-9,太阳甩在身后,2024-08-01 16:00:00+08:00,21,环烃聚质,3597547,6171119,0.5829650991983788,0.02776024281897042,36.022739661219155,3597547.0
